sensor_type,timestamp_ms,data1,data2,data3
GYROSCOPE,1555397000118,3.22,0.84000003,-3.92
ACCELEROMETER,1555397000127,-0.53599226,2.7852454,9.274581
GYROSCOPE,1555397000124,3.15,0.98,-4.06
ACCELEROMETER,1555397000133,-0.5240281,2.7804601,9.29133
GYROSCOPE,1555397000129,3.08,1.05,-4.13
ACCELEROMETER,1555397000138,-0.5240281,2.7804601,9.29133
GYROSCOPE,1555397000133,3.22,1.26,-4.2
ACCELEROMETER,1555397000142,-0.54795635,2.7661028,9.446864
GYROSCOPE,1555397000138,3.22,1.33,-4.2
ACCELEROMETER,1555397000147,-0.54795635,2.7661028,9.446864
GYROSCOPE,1555397000144,3.22,1.33,-4.13
ACCELEROMETER,1555397000153,-0.5551349,2.7900312,9.504292
GYROSCOPE,1555397000149,3.15,1.26,-4.06
ACCELEROMETER,1555397000158,-0.5551349,2.7900312,9.504292
GYROSCOPE,1555397000154,3.08,1.26,-3.78
ACCELEROMETER,1555397000163,-0.5670989,2.7852454,9.51147
GYROSCOPE,1555397000158,3.01,1.33,-3.43
ACCELEROMETER,1555397000168,-0.5670989,2.7852454,9.51147
GYROSCOPE,1555397000164,3.01,1.47,-3.08
ACCELEROMETER,1555397000173,-0.52163535,2.761317,9.525827
GYROSCOPE,1555397000169,2.8,1.6800001,-2.73
ACCELEROMETER,1555397000177,-0.52163535,2.761317,9.525827
GYROSCOPE,1555397000173,2.59,1.96,-2.45
ACCELEROMETER,1555397000183,-0.5599205,2.8666017,9.547362
GYROSCOPE,1555397000179,2.24,2.24,-2.31
ACCELEROMETER,1555397000188,-0.5599205,2.8666017,9.547362
GYROSCOPE,1555397000183,1.96,2.45,-2.1
ACCELEROMETER,1555397000192,-0.5982057,2.801995,9.542577
GYROSCOPE,1555397000189,1.89,2.52,-1.75
ACCELEROMETER,1555397000198,-0.63170516,2.761317,9.513863
GYROSCOPE,1555397000194,1.96,2.59,-1.54
ACCELEROMETER,1555397000203,-0.63170516,2.761317,9.513863
GYROSCOPE,1555397000199,2.31,2.66,-1.19
ACCELEROMETER,1555397000208,-0.768096,2.861816,9.530612
GYROSCOPE,1555397000204,2.52,2.73,-1.12
ACCELEROMETER,1555397000213,-0.768096,2.861816,9.530612
GYROSCOPE,1555397000208,3.08,2.8,-0.84000003
ACCELEROMETER,1555397000217,-0.7920243,2.9479575,9.533006
GYROSCOPE,1555397000213,3.22,2.66,-0.7
ACCELEROMETER,1555397000222,-0.7920243,2.9479575,9.533006
GYROSCOPE,1555397000219,3.29,2.38,-0.63
ACCELEROMETER,1555397000228,-0.80159557,2.9359932,9.523434
GYROSCOPE,1555397000224,3.29,2.03,-0.42000002
ACCELEROMETER,1555397000233,-0.80159557,2.9359932,9.523434
GYROSCOPE,1555397000229,3.3600001,1.75,-0.42000002
ACCELEROMETER,1555397000238,-0.8877372,2.9168508,9.430114
GYROSCOPE,1555397000233,3.64,1.33,-0.49
ACCELEROMETER,1555397000242,-0.8877372,2.9168508,9.430114
GYROSCOPE,1555397000239,3.99,1.05,-0.7
ACCELEROMETER,1555397000248,-0.83748794,2.938386,9.379865
GYROSCOPE,1555397000244,4.06,0.63,-0.77
ACCELEROMETER,1555397000253,-0.83748794,2.938386,9.379865
GYROSCOPE,1555397000249,4.27,0.42000002,-0.98
GYROSCOPE,1555397000254,4.41,0.35,-1.26
ACCELEROMETER,1555397000258,-0.8662018,2.9599216,9.35833
ACCELEROMETER,1555397000263,-0.8662018,2.9599216,9.35833
GYROSCOPE,1555397000259,4.41,0.28,-1.4
ACCELEROMETER,1555397000268,-0.7752745,2.971886,9.32483
GYROSCOPE,1555397000264,4.27,0.07,-1.54
ACCELEROMETER,1555397000273,-0.7752745,2.971886,9.32483
GYROSCOPE,1555397000269,4.06,0.07,-1.82
ACCELEROMETER,1555397000278,-0.7274181,2.9240294,9.226725
GYROSCOPE,1555397000274,3.92,0.07,-1.96
ACCELEROMETER,1555397000283,-0.7274181,2.9240294,9.226725
GYROSCOPE,1555397000279,3.64,0.07,-2.17
ACCELEROMETER,1555397000288,-0.66041905,2.8857443,9.233903
GYROSCOPE,1555397000283,3.08,0.07,-2.38
ACCELEROMETER,1555397000292,-0.66041905,2.8857443,9.233903
GYROSCOPE,1555397000289,2.52,0.21000001,-2.59
ACCELEROMETER,1555397000298,-0.6173482,2.8570302,9.19801
GYROSCOPE,1555397000294,1.89,0.28,-2.59
ACCELEROMETER,1555397000303,-0.6173482,2.8570302,9.19801
GYROSCOPE,1555397000299,1.4,0.28,-2.73
ACCELEROMETER,1555397000308,-0.5910272,2.737389,9.257831
GYROSCOPE,1555397000303,1.12,0.42000002,-2.8700001
